status;type;price;create_date;event_date;tipster_id;club_1;flag_1;club_2;flag_2;bet_on;league;description;content;cover;selection;selection_num;odds;stake;profit;tip_result;match_result
1;0;0;26.09.13;26.09.13;Mantis;Getafe;es;Celta;es;Celta;Spain La Liga;;Both have missings here. Getafe will have to do without Escudero LB*, Lafita OH**, Valera RB** and Míchel MD* (susp) while Celta is without Hugo Mallo RB** (rest), Nolito MD** and Augusto MD*** (injured). As you can see there are some good names in these missings included, still, the difference is that Celta can cover while Getafe will struggle without Lafita who have been their best player in this early stages of the season. Michel will also be missed in the center and the worst is that Lacen returns from injury... Varela is also important for Getafe covering all the right side of the team. August is a missing for Celta, Nolito as well but Nolito was already been benched ion the last game with Rafinha and Krohn-Dehli coming to cover. Luis Enrique may change his formation to a 5-3-2 one which sounds too tough for Getafe to brake.;;0;0,5;2;6;-6,00;3;
1;0;0;26.09.13;26.09.13;Mantis;Athletic;es;Betis;es;Betis;Spain La Liga;;"Betis were succumped in a home draw in the region derby against Granada last Sunday, a game help at 12 CET and with a temperature of 32 Celsium degrees. That was a bad game for Betis with Pepe Mel resting Verdu OH*** and Cedric WG** while Ruben Castro FW*** was a late drop through injury. Moreover Nosa CMD** was left out to take a rest. Today Pepe Mel keeps on with his rotation tactics leaving Perquis DF* and Vadillo MD* out while Juan Carlos MD**, Rubén CastroFW*** remain out. Castro is an excellent striker BUT hasn't constributed at all in the nes season due to his injury. Moreover Betis has shown that they have great alternatives.

Valverde is also set to introduce some changes. Iraizoz retains position in the goal, while Susaeta and Herrera returns after being rested in Espanyol. The problem in the left side in defence remain as long as Saborit and Balenziaga are still injured. Betis have great history stas in Bilbao, 2 wins in the last 2 years and 4-7-4 overall, while Pepe Mel has never lost there winning 3 and drawing 1.

Athletic have been playing a bit better than in the start of the season but have not reached their best level. They struggled against Celta in their recent home game and will suffer once more against solid Betis.";;0;0,5;2;6;-6,00;3;
1;0;0;27.09.13;27.09.13;Mantis;Valladolid;es;Malaga;es;Malaga;Spain La Liga;;"Valladolid got a 1-1 draw in Levante in a game they played like usual on the road, full defense. They were reduced to 10 men a few minutes before half time but luckily Levante wasted the penalty to make it 2-1. One of the relevations of the season, left back half Bergdich was sent off but he is now available to play as long as the appeal committee must have edited his sanction. Key forward Ebert, who have yet to find his good form struggling from injuries, is fit to feature. He was a doubt in last days.

Malaga got a deservedly home win against Almeria who were proved too 'innocent' to beat a team like Malaga away from home. It was a nice game from Malaga who had mid Portillo their MVP for second game in a row. Schuster has the same squad for 3rd game. Valladolid is strugling to creat danger against well organized defensively sides. On the road, this is their only weapon, to play full defense, but at home they  were competitive only against Getafe and struggled big time against Athletic de Bilbao and of course Atletico last weekend losing easily. Malaga is a tough team, solid in defense no doubt and with great guys up front. They have Duda to serve the ball with his left leg in set pieces, they are the favorite to win in Vallecas, or at least not to lose.";;0;0;1,88;5;0,00;1;
1;0;0;29.09.13;29.09.13;Mantis;Celta;es;Elche;es;Celta;Spain La Liga;;"Luis Enrique rotated his squad in Getafe and Celta lost performing one of their worst games in the season by 2-0. Enrique went up to 7 changes, 3 of them obligated. Now Hugo Mallo RB**, Nolito MD** and Augusto MD*** return while Luis Enrique is set to field his best team. Elche comes from Wednesday's 'Real Madrid massacre' a result that raised their morale but left them with their manager Fran Escriba and defensive half Carlos Sánchez. Moreover Sapunaru RB* remains out for 3rd game. Elche have yet to win a game in La Liga while Celta have only one win away in Betis in 6 games.

Both will be motivated here but I am going with the hosts who have made some excellent home performances against Sociedad 1-1,  Valladolid 1-1 and Real 1-2, while Elche struggled away in Rayo lost 3-0, Almeria 2-2 and Osasuna lost by 2-1. This game is more than important for Celta who knows that losing against a relegation candidate at home put them in troubles...";;0;0,5;2;7;-7,00;3;
1;0;0;29.09.13;29.09.13;Mantis;Espanyol;es;Getafe;es;Espanyol;Spain La Liga;;"Espanyol was fielded with numerous changes in Vila-Real excactly as manager Javier Aguirre had stated and was unable to compete against the solid yellow submarines. In the first part Villarreal could have scored 2-3 goals but Espanyol shortened distance in the 2nd and went up to serch for the equaliser. They lost 2-1 and today Aguirre is fielding his best XI minus Fuentes who is injured. Getafe on the other hand, faced Celta reserves and won by 2-0 without impressing. It worth to mention that against Celta their MVP was a central defender, Lisandro who is missing today through injury and this makes another missing in defense. Escudero LB*, Lafita OH** and Valera RB** remain sidelined. Espanyol is a taugh home team while injuries depleted in defense Getafe, will struggle in the Cornella.
";;0;0,75;2;7;-7,00;3;
1;0;0;29.09.13;29.09.13;Mantis;Betis;es;Villarreal;es;Villarreal;Spain La Liga;;"
Pepe Mel fielded a team full of changes in Bilbao and instead of see his team receiving 3-4 goals in the first part, Betis got an unexpected lead just before half time. It was a miracle, but after the restart justice was done with Betis receivinf two and losing by 2-1. Mel had important missings, fielded his team with subs and still his first changing was a sub replace a so called regular... Today the missings of Ruben Castro FW*** and Jose Carlos WG** remains still, with Mel surprisngly dropping Cedrick WG** out of the call! Villarreal is a solid team and have an almost full squad with the exception of left back Costa. Betis have EL on Thursday and this may cause more rotations from Pepe Mel today while Villarreal have only eyes for La Liga. Villarreal will be too strong for Betis today.";;0;0;2;7;-7,00;3;
1;0;0;30.09.13;30.09.13;Mantis;Granada;es;Athletic;es;Granada;Spain La Liga;;"Granada have yet to win infrond of their supporters in the Los Cármenes but they definitely deserved much more out of the three games they played there. Against Real, Espanyol and most recently Valencia, they performed in a decent level and especially the midweek defeat to Valencia was too hursh for them. Lucas Alcaraz have only one missing to cope with as long as Piti remains sidelined. Center back Diego Mainz returns. Some changes were announced but these lead to Granada's stronger version. Riki in attack instead of out of form El Arabi, Mainz in defence replacing Diakathe, Yedba and Fran Rico in the center of the field instead of Recio and Ittura. Dani Benitez who was dropped against Valencia may takes a starting up role while Alcaraz didn't deny that he may use a formation with two strikers.

Athletic on the other hand are known for their quality and vertical football but they are known for their 'on the road' instability as well. They won in the opening day in Valladolid against a much weaker rival, they lost without fighting in the Bernabeu and were succumbed in Espanyol by 3-2. No important missings than the known ones in the left back position with Valverde dropping Itturaspe to call another defender in the list (Etxeita). The starting lineup today is a mistery, but the not more than 2 changes regarding the last game are expected.

Granada at home makes a tough rival even against high flying teams. Athletic isn't such a team away from home. What have been missing to Granada is the ball going to the opposite nets. If they play at the same level as against Valencia they won't lose today. Odds are too generous for Athletic and they keep diving. Yesterday the 0,25 ball on Granada was around 1,75 and the DNB at 2,08. Now odds went up to 1,81 and 2,20 respectively! I guess people takes the table and know barely few things about Granada.";;0;0,25;1,83;7;5,81;2;
1;0;0;03.10.13;03.10.13;Mantis;Rijeka;es;Betis;es;Rijeka;EL;;"Pepe Mel has been under a strange rotation policy in recent games in order to keep his squad fresh to compete in the European and domestic competitions. This led to some lousy performances with the worst of them in Bilbao against Athletic while Betis didn't convince anybody hosting Granada 0-0 and Villarreal 1-0. As a matter of fact, Betis managed to win only this weird Valencia team recently at home with los Valencianos making their rival look like Barcelona in their glorious days! Pepe Mel will introduce changes once again today. Rubιn Castro FW***, Juan Carlos MD**, Paulao CB* are injured, Chica LB, Matilla MD are not registered in EL, while Chuli FW and Vadillo MD** stayed in Sevilla to take a rest. On the contrart Αlex Lαzaro and Ignacio Abeledo, two players from the youth team got the call and may enjoy some min utes today!

Rijeka on the other hand are not pushovers, despite losing heavily in the opening day of the group stage in Guimaraes. The Croacians were advanced in the group stages by eliminating Stuttard with a 2-1 home win and a 2-2 away draw! They are unbeaten in Croatia with 6 wins and 5 draws. This game is important for another one reason for Rijeka. Just like today 29 years ago they beat Valladolid by 4-1 to get to the UEFA Cup next round and being eliminated by Real after a thrilling 2 games draw, winning in Croacia by 3-1 and losing in Bernabeu by 3-0! No important missings announced.

This definitely isn't as easy as offered odds show for Betis who will play in a mixed squad again. The half ball on the hosts looks pretty tempting to try.";;0;0,5;2,08;6;6,48;2;
1;0;0;04.10.13;04.10.13;Mantis;Malaga;es;Osasuna;es;Malaga;Spain La Liga;;"Two teams with completely different routes in La Liga. Osasuna confirms the preseason bleak predictions as long as the summer departures and missing in attack are the reasons for their huge scoring problems. The new arrivals are not high class players and next to the numerous missings the team has been facing it is nothing strange to have such a terrible record to show. Last week they deserved more in the 1st part hosting Levante, but as long as their forwards failed in clear cuts opportunities, Osasuna could not ask for a better fate even though Levante's dying minutes winner-penatly was fake. Levante was better in the 2nd part. Today senor Gracia has to cope with the known missings of  Echaide DF, Miguel Flaño CB, Roberto Torres MD*, Nino FW*, Raoul Loe DH*, plus Cejudo's MD due to sanction. Oriol LB is back though with Gracia thinking about fielding three defensive halves just like he did in Atletico.

Malaga on the other hand lost key players in the summer but covered the missings with new guys and manager's Schuster philosophy. Malaga plays the South American style, huge pressure and rapid attacks when they got the ball. They give the ball possesion to their rivals and should Osasuna fell in this trap they will lose big tonight. Last week Malaga didn't play as good as they played in previous games, but they got a draw in Valladolid. Today Schuster is set to change his midfielders in order to give his team more offensive options. El Hamdaui may start, Pawlowski – who scored an impressive one in Valladolid, will take minutes but most probably will start from the bench again. Osasuna plays in a different way to Rayo and Almeria who recently visited La Rosaleda and left defeated.

Osasuna will set up a defensive wall but their lack of scoring abilities and Malaga's pressure will complicate things for them. Odds on the -1 went up, in fact now the -3/4 is the line here and this makes odds on -1 juicier to take.";;0;-1;2;7;-7,00;3;
1;0;0;05.10.13;05.10.13;Mantis;Elche;es;Espanyol;es;Espanyol;Spain La Liga;;"Elche are coming from two great games, the home one against Real Madrid and the away in Celta which led to their first win in the league. The situation in the team is very good the morale is high  and the frinjiverde are now heading for their first home win! Fran Escriba have important missings in defense though, as long as Botia CB* is suspended and Albacar LB is extremely doubt. Sapunaru, a natural side back half, will p[lay in the center of the defense while Albacar's possible missing can be covered by sub Cisma. Escriba has doubts in the middle line as long as Carlos Sánchez returned from suspension. Elche was fielded on a trivote (3 defensive halves) against Real and did very well, while Javi Marquez and Ruben Perez did also great last week in Vigo. Javi Marquez is a great player (former Espanyol's key playmaker) and he has starting giving his fruit to Elche.

Now Carlos returns so Escriba is thinking about fielding a trivote again, but who can really tell? The game is important for ex periquitos Javi Marquez, Corominas and Albacar! Especially Albacar will honor his Espanyol youth teammate Dani Jarque who died a few years ago, in the 21 minute of the game.

Espanyol on the other hand, traveled without Hector Moreno CB* who is supposed to be injured. I don't know if he truly is, but he was dropped 3 weeks ago and in the last two games he performed below average. No more missings for Aguirre who is set to field his best team today. I am going into a more aggresive tactic right now taking Espanyol's level ball (0 or DNB). Elche have built up a nice team but Espanyol are way more experienced and Aguirre knows that he can't lose this one coming from two defeats. Pizi, Stuani, Simao, Garcia and international candidate Victor in the middle line, compose a strong rival for Elche.";;0;0;2;7;-7,00;3;
1;0;0;05.10.13;05.10.13;Mantis;Rayo;es;Sociedad;es;Rayo;Spain La Liga;;"Sociedad were succumbed in anopther defeat this time in BayArena despite their good performance. Two goals in the dying minutes of each part left los donostiarras frustrated for not escaping Leverusen with a point. Now Sociedad returns in La Liga visiting Vallecas to play rock bottom Rayo Vallecano. Senor Arrasate has to cope with the known missings of Estrada and key playmaker Xabi Prieto. Moreover, the rotations will take place again with one of Griezmann or Vela starting from the bench.

Rayo on the other hand, deserves better fate than table shows. They play at the same level they have been playing during the latter campaign, but their problem is that this season they lack the skills of Baptistao, Chori Dominguez, Piti and Fuego. But they play well enough. They keep the ball possesion and recover wrong balls in the middle line but usually failed by their own defensive mistakes. They did better in Valencia in this matter though and as long as Paco Jemez fix this 'bug' soon, Rayo will start winning points. Today Paco Jemez has a full squad to choose as long as Tito RB**,  Viera FW* (susp), Gálvez CB* (susp) return in the list and the missings are not important.

Sociedad haven't convinced anyone yet and today they are coming from a midweek tough game. The man who usually takes them out of difficult situations, Xabi Prieto OH ***, remains out and the rotation policy will be continued. I expect a much fresher and motivated Rayo today and from what I have seen from them recently I am sure they will play in high level. Will Socieda be able to compete at the same level?
";;0;0;2,16;7;8,12;2;
1;0;0;06.10.13;06.10.13;Mantis;Sevilla;es;Almeria;es;Sevilla;Spanish La Liga;;"Andalusian derby with Almeria enjoying pretty good history stats in the Sancez Pizjuan even though the last time they visited Sevilla was back in 2010 before they got relegated in segunda. Much have changed since then and now Almeria returned in primera aiming to stay longer than in their last time. Almeria have played some good games until now but wasted numerous poitns because of their incapability to secure their lead and avoid silly mistakes. The problem about Almeria is that besides a couple of great talents, sub internationals Suso and Vidal, and old fox Soriano, they don't have more quality to show in their squad. Their manager, Francisco, the youngest in La Liga ever, only 35 yo, is enthousiastic but lacking experience just like the rest of the team. No missings today for Almeria.

Sevilla, on the other hand, won comfortably enough against Fraiburg last Thursday with Emery rotating 3-4 players mainly in defense. Sevilla have started recovering confidence and at least at home they can produce nice attractive soccer and put their rivals in high pressure. Almeria is the kind of a team that is set to suffer in Sevilla si ply because they can't defend properly. Here we have to be careful about Sevilla's defense as well as Almeria will play offensively too. Rakitic and Jairo in excellent form, Trocko is back on track game by game, Marin may step in after starting to the bench in the last two, Gameiro and Bacca are fighting for a place up frond. Navarro is back but as long as wonder boy and recently called in the National Squad and signed a contract extension in Sevilla, Alberto Moreno is fit, Navarro goes to the bench. Cala CB* is out in the only missing for Emery.

Odds on -1 became too juicy to miss this bet.";;0;-1;1,99;7;;1;
1;0;0;06.10.13;06.10.13;Mantis;Athletic;es;Valencia;es;Athletic;Spanish La Liga;;"Athletic hosts Valencia with Ernesto Valverde gathering all eyes! The Basque manager was in charge of Valencia last season taking over from Pellegrino and despite his successful 2nd round run he failed in the last day to give his team a CL exit. That game was in Sevilla and just before kick off it became known that Valverde is leaving the team. Strange feeling for the players. Anyway, Valencia was struggling two weeks ago but the consecutive wins over Sevilla, Granada, Rayo and Krasnodar made things more tranquil for los Che! You may think that, whao, 4 wins in a row is an amazing achievment, but it's not the whole truth. Valencia suffered in the last three games and despite picking up all points they didn't convince anyone. Moreover, in the last 5 La Liga games, their keeper Alves was announced the MVP of the team... and this tells enough! Now for today Alves remains injured, lost the Krasnodar game as well while important right side back Pereira remains in the list. Rami is in discipline. Postiga and Guaita return.

Athletic on the other hand, have shown two different faces untill now, very strong at home but below average on the road. Last Monday they lost in Granada, it was expected, now los leones return home where they put their rivals in huge pressure. Ibai Gomez FW* who was in excellent form recently is out, but there is good news for Saborit LB* who returns to fix the bug in the left side back position. Iturraspe, who was surprisingly dropped last week is also back.

Valencia had a midweek trip in Krasnodar to cope too. They will be under huge pressure in Bilbao I am expecting a underperforming like in Betis a few weeks ago.";;0;-0,25;2;7;-7;3;
1;0;0;06.10.13;06.10.13;Mantis;Getafe;es;Betis;es;Getafe;Spanish La Liga;;"Getafe are stong at home haven't lost any game there and they are in great form. Pedro Leon WG*** has started playing better, Lacen was dropped from the middle line with Michel replacing him with great performances, striker Colunga is also in excellent form while new star, young Sarabia has risen! MikuFW left the team, Marica joined, another good move! There is no doubt that Luis Garcia's Getafe will start picking up more points from now on. They needed their time.

Betis on the other hand has confused everybody and it is the rotation policy to blame. Firstly, Ruben Garcia's FW*** missing is huge and despite the fact that Betis covered in some games, their overall scoring record is really poor. 7 goals in 7 games and last season it was 12 at the same time. Pepe Mel has even admitted, we miss Ruben's goals. True, but Betis remain a tough team with strong middle line and defense. Midweek in Rjieka they had the ball, much better than the Croacians, but didn't know what to do with it. No real chances to score and Rjieka went up to some nice counters. Today Pepe Mel will rotate again, 6 changes are expected in refference to the Rjieka game. Ofc this means Betis will be fielded with the regulars, but, this isn't for granted...

Getafe will be fresher. Getafe have also a tough defense to oppose to Betis' defense, while Betis will have to cope with the Croatia trip as well. Level ball on Getafe, I doubt they will lose to Betis today.";;0;0;1,86;6;5,16;2;
1;0;0;09.10.13;09.10.13;Mantis;P Preta;br;Atletico MG;br;P Preta;Brazil A;;"Odds on the home win have gone mad downwards and this is because Atletico MG is set to play with many sub players today.  Striker Jo (15/5) is missing with the Brazil NT, Ronaldinho is out for 2nd game, while 10 more players are facing one game suspension if they get booked today. In a few days Atletico is playing the derby against leaders Cruzeiro and everybody there are talking about this game and not the today with Ponte Preta. The hosts are a buit tired by the continuous games but their motivation to win is huge and they are facing a rival with many changes and their mind in Cruzeiro plus some key missings of Jo, Ronaldinho, most probably cb captain Réver and more players...

I think we missed some juicy odds here but Ponte Preta's draw no bet (0)  at 1,88 lies to the edge of value we can afford for this underdog. ";;0;0;1,88;5;4,4;2;
1;0;0;09.10.13;09.10.13;Mantis;Corinthians;br;Atletico PR;br;Atletico PR;Brazil A;;"Struglling offensively Corinthians will have to do today without internationals strikers Alexandre Pato (22/7 – Brazil NT) and P. Guerrero (17/5 – Peru NT) who makes 2/3 regulars in attack. 35yo striker Emerson returns to cover up front next to 22yo Romarinho but as it seems Corinthians will lose sparkeness, at least what they can afford until now. They didn't perfrome any good in recnt weeks according to the Brazil reports.

Atletico PR on the other hand are doing pretty well and already climbed as high as 3rd in the table seeking for a Libertadores qualification. Atletico PR (45:35) have scored the double plus 1 goals than Corinthians (22:17) but they have also received that much! They do struggle away against solid defenses but the one who struggles more to score is Corinthians and even more today with the missings in attack.";;0;0,5;1,88;6;5,28;2;
1;0;0;12.10.13;12.10.13;Mantis;RM Castilla;es;Recreativo;es;Recreativo;Spanish Segunda;;RM Castilla deserved more gainst Zaragoza and Tenerife, but they got what they badly needed against Lugo. What is common in all these games for Castilla is that they play in a decent level creates opportunities but fail to score. They have about 4% scoring efiiciency untill now and how it could be different as long as RM Castilla have lost all their star players in the summer and even manager Garcia Toral admitted that they lack quality to stand in segunda division. They are playing without a real striker and this is why they have only scored 4 goals in 8 games... Keeper Pacheco (WCQ) and important center back Osede (injured) are the most notable missings. Recreativo Huelva on the other hand, are the leaders and the team with the best attack in the league. They are winning games even without playing in high level. Two missings, center back Fernando Vega (8/1) is a new one while winger Jonathan Valle (6/1) remains out. Recreativo haven't lost in the two games they played in Madrid. Last season they won by 0-1 and it was about this time, in November. Odds are crazy...!  Recre deserves a shot here!;;0;0,25;1,9;6;5,4;2;
1;0;0;12.10.13;12.10.13;Mantis;Sabadell;es;Las Palmas;es;Sabadell;Spanish Segunda;;"Sabadell started the season with numerous missings mainly through injuries but game by game new players arrived (Sutil, Idalgho) and the team have started roling. Last week they offered an impressive game in the Catalan derby in Girona but despite shoting 4 times in the posts they saw no win for another away game (1-1). Their strength lies at home and for today they only have long term missings.

Las Palmas on the other hand, have pure quality in their squad but failed to performe in a decent  level until now. Today they have one important missing, former Osasuna midfielder Masud who is on international duty with Iran while striker Delev (5/0) is with the Bulgarian NT. Las Palmas saved by ...their keepr last week hosting Cordoba. Barbosa saved a penatly, Cordoba had a post in the next minute and enjoyed the best scoring opportunities during the game with Las Palmas delivering twice in very few occasions.

The home factor and the form makes this shot on Sabadell's 'draw-no-bet' interesting.";;0;0;1,98;7;;1;
1;0;0;13.10.13;13.10.13;Mantis;Barcelona B;es;Deportivo;es;Deportivo;Spanish Segunda;;"Barcelona B are coming from three defeats in a row without scoring a single goal in favor. Manager  Sergi is optimist though as long as the Catalans played some nice games recently and hopes that Deportivo's visit at the Mini Estadi today will break the bad gust of wind. It will be a pretty hard task though as long as Barcelona B' will have to do with several players missing on internations duty.

Regular Bagnack CB (5/0), Babunski MD (4/0), Sanabria FW (2/0), Adama Traoré FW (1/0), are missing with their National squads, while regualrs Dongou FW (5/0) and Sergio Gómez CB (6/0) are out injured. Some other players remain long term sidelines.

Deportivo though, is not any segunda division team. They belong in primera and it is quite interesting to say that they have never lost playing against a 'b team'. In the season 2011-12 when they were playing in segunda again they played against Villarreal B' and Barcelona B' and lost all 4 games. Their squad have pure quality and experience and most of the defense and middle line are the same as last season in La Liga. Depor have the best defense in the division and in the last three games they kept a clean sheet.

Only Insua CB (8/1) is missing, while Arizment FW (7/1) and experienced center back Marchena (1/0) is fit to play.";;0;-0,25;2,06;6;6,36;2;
1;0;0;17.10.13;17.10.13;Mantis;Jaen;es;Deportivo;es;Jaen;Copa Del Ray;;"Jaen was awesome in Gijon, was the team who deserved everything. By mistake they received the goal and then they took over. Today 4-5 changes are taking place. Depor had the experience to escape victorious Barcelona B' last Sunday adding one more away win in their record. Fernando Vasquez made it clear, they want to advance in the next round of the cup but the league is priority so today noumerous changes will take place in the starting XI. Four players from the B' team are sure to start (this is the max the association allows in a cup game) and many sub players are also taking the nod. Only three professionals are going to start today. Depor played in the same way in the previous cup round and surprisingly eliminated Cordoba in the penalties.

Jaen want this game more than Deportivo who have set the league as top priority. Less changes for the hosts and a quite interesting stage of form makes this choice on their 'Draw No Bet' reasonable.
";;0;0;1,92;6;5,52;2;
1;0;0;19.10.13;19.10.13;Mantis;Osasuna;es;Barcelona;es;Osasuna;Spanish La Liga;;"Messi recovered in record time while Puyol returns in the blaugrana list 222 days after his last appearance in order to help los cules escaping Pamplona with another one win in the season! Mascherano is also back but the FIFA virous is to blame for Pique and Alexis losing the trip to Navarra. Dani Alves was dropped as well while Jordi Alba is the only missing through injury.

On the other hand, Osasuna have Roberto Torres, Miguel Flaño and Jon Echaide back in the squad but Javi Gracia will have to do without one of the 6 players he used in every single game since his arrival, Armenteros. Osasuna have been doing remarkably well in recent games and this shows that Javi Gracia work grows fruits. The performance in Atletico Madrid against one of the best teams in Europe, didn't come incidentally with the next games against Levante and Malaga confirming the excellent form of los rojillos. Of course Osasuna lost against Levante but they were at least impressive (mainly in the 1st part) achieving 70% ball possesion and 20 scoring attempts! The Malaga game came right after with Osasuna obtaining a well deserved away win.

Now it's Barcelona coming in Pamplona and is set to suffer just like they suffered last year and the year before and before that. In the last 10 years history shows 2 wins for Osasuna, 4 draws and 5 wins for Barcelona who only in 2010 managed to win with more than 2 goals there! Last year it was Messi's late double (76', 80') to make a hard fought 1-2 win for Barcelona and two years ago guess what, Osasuna won it by 3-2! The FIFA virous from the international games the El Sadar history, the great Osasuna form and their greater need of points, makes this bet takeable. Note that Barcelona will play on Tuesday in Milan against a traditional hard CL rival for them, AC, so they may underestimate Osasuna here.";;0;1,75;2;7;7;2;
1;0;0;19.10.13;19.10.13;Mantis;Valencia;es;Sociedad;es;Sociedad;Spanish La Liga;;"Real Sociedad are going to write history in gold letters in today! Should they win in Mestalla they will get into the elite that managed to win there for three times in a row! Is this possible? Well, Sociedad have been underperforming this season and it is obviously has to do with the CL. Real weren't used to play in two competitions in high level and the rotation policy – necessary in a situation like this – was one of the reasons for league underperforming. The good about this is that Sociedad showed signs of improvment in their last two games in Leverkusen and Vallecas but still they were succumped in late and hursh defeats. Captain and Javi Prieto is back after losing the last three games on the sidelines but he is expecting to start in the bench while Dani Estrada, Esteban Granero and Diego Ifrán are long term missings. Zurutuza is fit to take a starting up role in the midlle line.

On the other hand, Valancia was awesome at last and they did so in Bilbao! Los Che had a winning run but their performances were mostly poor and goalkeeper Alves was their savior and MVP. In their last game they recovered confidence and deserved more than a draw in Bilbao. Who knows. Maybe the players wanted to revenge their former manager Valverde for announcing his decision to leave the club just before the crucial last game of the season in May? Nobody can tell. Well, Rami was forced out. He signed on loan in AC Milan with a purchase option. This sounds like a solid decision from the club to punish the riot ones but it also makes a defender less for Valencia who remain without their savior Alves. Good news about right back Pereira who recovered his injury and return to cover in the right back. Anyway, Sociedad plays on Wednesday in Man Utd, while Valencia host St Gallen on Thursday.

Both will have an eye on these games but after a two-week break I am not expecting anything less than a hard fight in Mestalla. And I have eyes for both outsiders in the upcoming UEFA games... (St Gallen is a very nice team). What makes this bet possible are the odds and line offered. +0,75 ball or Sociedad is really something we haven't seen for  months and we gladly take it.";;0;0,75;1,88;7;6,16;2;
1;0;0;19.10.13;19.10.13;Mantis;Recreativo Huelva;es;Lugo;es;Lugo;Spanish Segunda;;"The league leaders Recreativo de Huelva enjoy a tremendous form coming from six wins in a row and today they are eager to repeat the midweek success in the cup against the same team they are meeting now, Lugo. The visitors on the other hand, are aiming for the 2nd place this season which means a straight promotion in primera division. Recre gave us a nice away win in Madrid last week, BUT, they deserved nothing out of that game. Maybe the draw. They got an early lead by a huge keeping mistake from Castilla and during the game their keeper saved a penalty to keep their lead. Castilla got the equalizer before half time, they had a shot in the bar which is still shaking and in a counter Recre scored the 1-2 from offside position. The problem for Recre is that the Castilla game wasn't the only one they were lucky. In their last three games Recre deserved very little but got everything, 3 wins, and we had this in mind taking their outstanding odds in Castilla.

On the contrary, Lugo have been performing very well in the season confirming their goal to chase the 2nd place and the promotion to primera. Their only recent defeat came in Madrid against Castilla in a game they didn't even bother getting in the field... Some rumors were surfaced about that game.

Anyway, this is a hot game between the leaders Recre and the team with the best form, Lugo. No important missings for none, odds are amazing high for Lugo. In the midweek Recre won but both played with numerous changes.";;0;0,5;2,02;7;7,14;2;
1;0;0;19.10.13;19.10.13;Mantis;PAOK;gr;Asteras;gr;Asteras;Greek SL;;"PAOK are not standing in their feet nowadays and the main reason is the system which is based in the two holding midfielder Tziolis and Lazar. The bad think about PAOK is that these players are exhausted from continous games and international duties while other star players of the team are not in better form, Lucas, Salpi and Stoch.

On the other hand Asteras have started playing better and deserved much more in their last game which finished in a bitter injury time draw. Asteras greater advantage here is their history stats against PAOK. No matter when Asteras meets PAOK, they play better and usually wins (shouldn't count here the last May playoff games when only PAOK had something to play for with Asteras fully inmotivated).

The best part here are the odds offered on Asteras!";;0;0,75;2;6;-6;3;
1;0;0;20.10.13;20.10.13;Mantis;Granada;es;Getafe;es;Getafe;Spanish La Liga;;"Getafe went into the international break in excellent form and even though the two weeks of no action was rather a disadvantage for them very good news came up in this period. Lafita OH**, Valera RB** and Lisandro CB*, three important players of the team have been fully recovered and made it in the squad to Andalusia to play Granada who were in need of the break in order to rally their troops and regain confidence and strength.

Granada have only two wins in the season despite the pure quality of their squad and this means that other teams have learnt how to play them. Probably. In the Los Carmenes they beat Bilbao in their last game and it was really expected but this time Getafe will make a tough rival and odds offered are really tempting. Granada have Pity and Recio back.";;0;0,25;2,06;7;7,42;2;
1;0;0;20.10.13;20.10.13;Mantis;Valladolid;es;Sevilla;es;Valladolid;Spanish La Liga;;"Valladolid have been facing key missings through injury so far in the season and today makes to exception. New signing FW Osorio got injured, defender Heinz as well while defensive half Sastre hasn't been fully recovered and was dropped precautiously. But there are good news as well today as key striker Javi Guerra made it in the squad while long term injured  Manucho FW, Álvaro Rubio DH** and Larsson FW* have been fully recovered and made it in the squad.

On the other hand Sevilla traveled without key missing in Valladolid as long as Marin CMD*, Rakitic CMD***, Trochowski MD*, Fazio CB, Mbia and Cheryshev are out, the first three new missings. Rakitic's missing is influentilal as long as the Croacian is Sevilla's best player and was announced MVP from Spanish paper marca in 4 out of last 5 games of the team! This bet hasn't only to do with missings. Sevilla away from home is one of the poorest sides in La Liga, while Valladolid were in great form just before the two weeks break. It could be better if there wasn't any break though, but it served in Valladolid's favor too as long as striker Guerra recovered.

Valladolid is a tough home side in good form and can even beat poor away from home Sevilla.";;0;0;2,07;7;;1;
1;0;0;21.10.13;21.10.13;Mantis;Athletic;es;Villarreal;es;Villarreal;Spanish La Liga;;Villarreal is the hottest team in La Liga right now, deserves a bet against struggling and vulnerable in defense Athletic so I will just take them to win today without writting anything more than what the Oddsmaker already written!;;0;0,25;2;7;-7;3;
1;0;0;21.10.13;21.10.13;Mantis;Celta;es;Levante;es;Levante;Spanish La Liga;;"Since Luis Enrique decided to rotate his squad, I am still wondering the reason to do this, Celta started misfire in combustion. Rafinha, Charles and even Augusto, who had an impressive start to the campaign, started underperforming and only Nolito remain to carry the team in his shoulders. This obviously can't work and the underperforming of several key players during the latter campaign was the reason for an almost relegation in segunda. Augusto is definitely out, Celta will miss him. Levante on the other hand, have start roling. Baba is doing a much better job here than in Sevilla while Xumerta, Diop and Ruben Garcia are the revelations untill now.

Levante can defend like very few teams in the league and launch their counters with the new man in command,former Elche winger, Xumerta. No new missings for Caparros. Odds on Levante are going up. I think it is another one reason to back them! Note that the weather forecast gives 100% ruin possibility (!) in Balaidos during the game, so the defending side will have another advantage here.";;0;0,5;1,92;7;6,44;2;
